date,gold_price_usd,silver_price,s&p_500_index,nyse_com_index,usd_selling_exrate,gold_lkr
2/2/2022,1809,23,4589,16905,202.9992,362419
3/2/2022,1803,22,4477,16677,202.9992,364172
4/2/2022,1807,22,4501,16702,202.9992,364949
7/2/2022,1821,23,4484,16723,202.9992,365726
8/2/2022,1827,23,4522,16854,202.9992,368772
9/2/2022,1835,23,4587,17070,202.9992,369339
10/2/2022,1836,24,4504,16856,202.9992,370350
11/2/2022,1841,23,4419,16665,202.9992,368768
14/02/2022,1868,24,4402,16531,202.9992,373542
15/02/2022,1855,23,4471,16746,202.9992,376213
16/02/2022,1870,24,4475,16770,202.9992,376864.5
17/02/2022,1901,24,4380,16492,202.9992,377516
18/02/2022,1899,24,4349,16392,202.9992,382120
21/02/2022,1911,24,4415,16586,202.9992,382973
22/02/2022,1906,24,4305,16216,202.9992,385633
23/02/2022,1909,25,4226,16020,202.9992,382054
24/02/2022,1925,25,4289,15996,202.9992,385185
25/02/2022,1887,24,4385,16428,202.9992,387214
28/02/2022,1899,24,4374,16314,202.9992,384052
1/3/2022,1942,26,4306,16069,202.9992,387723
2/3/2022,1921,25,4387,16381,202.9992,391394
3/3/2022,1934,25,4363,16287,202.9992,389657
4/3/2022,1965,26,4329,16130,202.9992,390696
7/3/2022,1994,26,4201,15708,202.9992,402150
8/3/2022,2040,27,4171,15626,229.9987,401727
9/3/2022,1986,26,4278,15978,229.9987,470485
10/3/2022,1998,26,4260,15930,259.9999,452625
11/3/2022,1983,26,4204,15754,259.9999,502614
14/03/2022,1960,25,4173,15694,259.9999,497107
15/03/2022,1929,25,4262,15896,269.9952,511778
16/03/2022,1908,25,4358,16262,274.9979,515218
17/03/2022,1942,26,4412,16484,274.9979,516937.5
18/03/2022,1928,25,4463,16613,274.9979,518657
21/03/2022,1929,25,4461,16607,274.9979,529778
22/03/2022,1921,25,4512,16735,282.4956,541124
23/03/2022,1937,25,4456,16559,284.9983,539103
24/03/2022,1962,26,4520,16702,289.996,543857
25/03/2022,1954,26,4543,16793,294.9987,569579
28/03/2022,1940,25,4576,16799,298.9958,574607
29/03/2022,1912,25,4632,17015,298.9958,568295
30/03/2022,1934,25,4602,16933,298.9958,589041
31/03/2022,1949,25,4530,16671,298.9958,576139
1/4/2022,1919,25,4546,16788,299.4908,578835
4/4/2022,1929,25,4583,16830,299.9914,596766
5/4/2022,1923,25,4525,16645,303.4964,593693
6/4/2022,1918,24,4481,16587,308.4951,591942
7/4/2022,1934,25,4500,16631,319.9971,576208
8/4/2022,1942,25,4488,16690,321.4971,577457
11/4/2022,1944,25,4413,16534,327.4999,605318
12/4/2022,1972,26,4397,16466,329.9975,613644
13/04/2022,1981,26,4447,16615,331.2475,615824
14/04/2022,1971,26,4393,16512,332.4975,618004
15/04/2022,1960,25,4427,16563,333.7475,620184
18/04/2022,1983,26,4392,16466,334.9975,622364
19/04/2022,1956,25,4462,16659,339.9979,612806
20/04/2022,1952,25,4459,16761,339.9979,603379
21/04/2022,1945,25,4394,16499,339.9979,654404
22/04/2022,1931,24,4272,16057,339.9979,652886
25/04/2022,1893,24,4296,16055,342.4979,643936
26/04/2022,1901,24,4175,15694,346.4956,647701
27/04/2022,1886,23,4184,15742,350.4972,642461
28/04/2022,1889,23,4288,16033,354.996,643702
29/04/2022,1909,23,4132,15615,359.9987,649917
2/5/2022,1862,23,4155,15609,360.9987,644284.6667
3/5/2022,1869,23,4175,15730,361.9987,638652.3333
4/5/2022,1867,22,4300,16120,362.9987,633020
5/5/2022,1874,22,4147,15653,369.9991,664815
6/5/2022,1881,22,4123,15567,374.9967,671178
9/5/2022,1857,22,3991,15058,374.9967,684259
10/5/2022,1840,21,4001,15026,374.9967,678434
11/5/2022,1853,22,3935,14902,374.9967,670121
12/5/2022,1824,21,3930,14931,377.4967,668628
13/05/2022,1807,21,4024,15257,364.984,657106
16/05/2022,1814,22,4008,15260,364.85815,657013
17/05/2022,1818,22,4089,15542,364.7323,656920
18/05/2022,1816,22,3924,15045,364.6316,651997
19/05/2022,1841,22,3901,15036,364.5309,652783
20/05/2022,1842,22,3901,15081,364.4504,660444
23/05/2022,1848,22,3974,15343,364.4202,665734
24/05/2022,1865,22,3941,15290,364.3597,664819
25/05/2022,1846,22,3979,15412,364.3597,669218
26/05/2022,1847,22,4058,15664,364.692,665551
27/05/2022,1851,22,4158,15943,364.2289,665951
30/05/2022,1849,22,4022,15530,365.7493,670857
31/05/2022,1843,22,4132,15827,365.7493,667520
1/6/2022,1843,22,4101,15710,365.0948,661364
2/6/2022,1867,22,4177,15961,365.5882,665341
3/6/2022,1845,22,4109,15797,365.2861,674537
6/6/2022,1839,22,4121,15848,365.266,668111
7/6/2022,1848,22,4161,16020,366.2398,663215
8/6/2022,1852,22,4116,15844,366.5762,665822
9/6/2022,1849,22,4018,15472,366.7956,666585
10/6/2022,1872,22,3901,15097,366.5287,664351
13/06/2022,1828,21,3750,14528,366.5254,669519
14/06/2022,1810,21,3735,14445,366.51595,662033
15/06/2022,1815,21,3790,14595,366.5065,654547
16/06/2022,1846,22,3667,14142,366.4915,659009
17/06/2022,1836,22,3675,14097,366.3277,663582
20/06/2022,1827,21,3723,14361,366.838,663006
21/06/2022,1835,22,3765,14414,367.7352,666291
22/06/2022,1834,21,3760,14353,367.1121,659292
23/06/2022,1826,21,3796,14402,367.3982,661636
24/06/2022,1827,21,3912,14812,367.1686,657528
27/06/2022,1821,21,3900,14835,367.4039,661401
28/06/2022,1818,21,3822,14667,367.2255,656245
29/06/2022,1814,21,3819,14600,367.0703,655462
30/06/2022,1804,20,3785,14488,367.1246,655624
1/7/2022,1799,20,3825,14637,367.2423,649205
4/7/2022,1739,21,3830,14645,367.3155,651046
5/7/2022,1762,19,3831,14499,367.2998,651359
6/7/2022,1735,19,3845,14465,367.3317,637360
7/7/2022,1738,19,3903,14677,368.0616,627886
8/7/2022,1741,19,3899,14642,367.6651,628253
11/7/2022,1730,19,3854,14502,368.3974,629690
12/7/2022,1723,19,3819,14395,368.3011,626211
13/07/2022,1734,19,3802,14340,368.53025,625899.5
14/07/2022,1705,18,3790,14171,368.7594,625588
15/07/2022,1702,19,3863,14450,368.5245,619785
18/07/2022,1709,19,3831,14403,368.3433,618719
19/07/2022,1710,19,3937,14767,368.4926,616797
20/07/2022,1700,19,3960,14778,368.9001,619190
21/07/2022,1713,19,3999,14871,368.9187,612272
22/07/2022,1727,19,3962,14791,368.6321,619700
25/07/2022,1719,18,3967,14899,368.5067,623059
26/07/2022,1718,18,3921,14794,368.5144,623156
27/07/2022,1719,19,4024,15031,368.4922,619841
28/07/2022,1750,20,4072,15199,368.4922,626348
29/07/2022,1763,20,4130,15328,368.4121,632998
1/8/2022,1769,20,4119,15286,368.5064,637003
2/8/2022,1771,20,4091,15163,368.5388,641387
3/8/2022,1758,20,4155,15267,368.4999,637122
4/8/2022,1789,20,4152,15224,368.5416,638107
5/8/2022,1773,20,4145,15273,368.5198,645603
8/8/2022,1787,21,4140,15306,368.4698,640465
9/8/2022,1794,20,4122,15265,368.6127,644038
10/8/2022,1796,21,4210,15553,368.6127,647553
11/8/2022,1790,20,4207,15603,368.58985,646155.5
12/8/2022,1799,21,4280,15804,368.567,644758
15/08/2022,1781,20,4297,15794,368.6066,648081
16/08/2022,1773,20,4305,15847,368.6872,643301
17/08/2022,1760,20,4274,15734,368.6827,641235
18/08/2022,1755,19,4284,15764,368.7038,636816
19/08/2022,1748,19,4228,15588,368.72,634073
22/08/2022,1734,19,4138,15342,368.6905,630944
23/08/2022,1747,19,4129,15338,368.7116,628124
24/08/2022,1748,19,4141,15392,368.7116,630154
25/08/2022,1758,19,4199,15595,368.7116,633814
26/08/2022,1736,19,4058,15178,369.0166,634419
29/08/2022,1737,19,4031,15119,368.783,623633
30/08/2022,1723,18,3986,14931,368.899,626580
31/08/2022,1713,18,3955,14801,368.9007,622173
1/9/2022,1697,18,3967,14772,368.8612,615711
2/9/2022,1710,18,3924,14690,369.0956,613502
5/9/2022,1708,18,3973,14863,369.028,617807
6/9/2022,1700,18,3908,14632,369.028,620792
7/9/2022,1715,18,3980,14845,369.3395,614040
8/9/2022,1708,18,4006,14962,369.3806,620661
9/9/2022,1716,19,4067,15191,369.5017,621595
12/9/2022,1728,20,4110,15352,369.6151,621280
13/09/2022,1705,19,3933,14821,369.6183,623772
14/09/2022,1697,19,3946,14843,369.7126,617399
15/09/2022,1665,19,3901,14722,369.7126,614340
16/09/2022,1672,19,3873,14574,369.9135,603341
19/09/2022,1666,19,3900,14674,369.9371,605567
20/09/2022,1660,19,3856,14475,369.9003,608317
21/09/2022,1665,19,3790,14237,369.9424,604567
22/09/2022,1671,20,3758,14117,369.9235,602194
23/09/2022,1645,19,3693,13797,369.9235,606412
26/09/2022,1623,18,3655,13580,369.9371,595644
27/09/2022,1627,18,3647,13542,369.9371,591532
28/09/2022,1660,19,3719,13833,369.9371,589448
29/09/2022,1659,19,3640,13608,369.9103,600538
30/09/2022,1662,19,3586,13472,369.9103,602777
3/10/2022,1693,21,3678,13856,369.9103,604681
4/10/2022,1721,21,3791,14319,369.9103,615640
5/10/2022,1711,20,3783,14262,369.9103,624295
6/10/2022,1712,21,3745,14087,369.8629,624495
7/10/2022,1701,20,3640,13798,369.9156,620463
10/10/2022,1667,20,3612,13694,369.9419,612435
11/10/2022,1679,19,3589,13608,369.9682,604407
12/10/2022,1670,19,3577,13547,370.3945,603682
13/10/2022,1670,19,3670,13889,370.4261,606203
14/10/2022,1642,18,3583,13607,370.7183,605723
17/10/2022,1657,19,3678,13923,370.8637,599750
18/10/2022,1649,19,3720,14089,370.9316,599593
19/10/2022,1628,18,3695,13947,370.975,600111
20/10/2022,1631,19,3666,13840,371.1179,589857
21/10/2022,1651,19,3753,14144,371.2425,590981
24/10/2022,1649,19,3797,14226,371.25185,594982
25/10/2022,1653,19,3859,14441,371.2612,598983
26/10/2022,1664,19,3831,14532,371.2103,601056
27/10/2022,1661,19,3807,14570,371.2103,604390
28/10/2022,1640,19,3901,14796,371.2296,604907
31/10/2022,1636,19,3872,14747,371.2103,596771
1/11/2022,1645,20,3856,14791,371.4597,595381
2/11/2022,1646,20,3760,14498,371.5123,599084
3/11/2022,1627,19,3720,14456,371.565,595131
4/11/2022,1673,21,3771,14703,371.6809,594693
7/11/2022,1677,21,3807,14809,371.6809,601386
8/11/2022,1712,21,3828,14889,371.6809,608079
9/11/2022,1710,21,3749,14588,371.7599,621091
10/11/2022,1750,22,3956,15235,371.7599,620802
11/11/2022,1766,22,3993,15353,371.7599,636158
14/11/2022,1774,22,3957,15229,371.7599,640354
15/11/2022,1774,22,3992,15381,371.7599,644075
16/11/2022,1773,22,3959,15265,371.7757,645810
17/11/2022,1761,21,3947,15224,371.8325,642809
18/11/2022,1752,21,3965,15310,371.8325,641036
21/11/2022,1737,21,3950,15278,371.8325,634288
22/11/2022,1738,21,4004,15482,371.8325,633441
23/11/2022,1745,21,4027,15546,371.8325,632470
24/11/2022,1754,21,3979,15368,371.8325,637903
25/11/2022,1753,21,4026,15606,371.2929,638232
28/11/2022,1740,21,3964,15370,371.2929,635136
29/11/2022,1748,21,3958,15433,371.717,634396
30/11/2022,1746,22,4080,15780,371.7222,636341
1/12/2022,1801,23,4077,15761,371.7275,644695
2/12/2022,1796,23,4072,15767,371.7222,652701
5/12/2022,1767,22,3999,15475,371.7191,656347
6/12/2022,1769,22,3941,15328,371.7191,644151
7/12/2022,1786,23,3934,15312,371.7191,645875
8/12/2022,1789,23,3964,15400,371.7191,647599
9/12/2022,1798,24,3934,15291,371.7191,651083
12/12/2022,1781,23,3991,15469,371.7191,649417
13/12/2022,1814,24,4020,15563,371.7191,647864
14/12/2022,1808,24,3995,15495,371.7191,657430
15/12/2022,1777,23,3896,15182,371.7191,652344
16/12/2022,1790,23,3852,15018,371.7191,647229
19/12/2022,1788,23,3818,14938,371.7191,652006
20/12/2022,1816,24,3822,15001,371.6601,648768
21/12/2022,1816,24,3878,15220,371.7127,659693
22/12/2022,1787,23,3822,15082,371.6613,660564
23/12/2022,1796,24,3845,15188,371.7819,651638
26/12/2022,1822,24,3837,15086,371.6856,653652
27/12/2022,1815,24,3829,15218,371.5893,655666
28/12/2022,1808,24,3783,15037,371.6168,657493
29/12/2022,1820,24,3849,15241,371.6168,656701
30/12/2022,1820,24,3840,15184,371.6068,659753
2/1/2023,1854,24,3828,15153,371.6068,662293
3/1/2023,1840,24,3824,15154,371.5921,665078
4/1/2023,1853,24,3853,15350,371.5724,670070
5/1/2023,1835,23,3808,15225,371.5724,673466
6/1/2023,1864,24,3895,15540,371.56075,677550
9/1/2023,1873,24,3892,15514,371.5491,681634
10/1/2023,1872,24,3919,15608,371.3989,678500
11/1/2023,1875,23,3970,15749,371.3646,679383
12/1/2023,1896,24,3983,15860,371.4609,681960
13/01/2023,1918,24,3999,15918,371.4665,687493
16/01/2023,1919,24,3953,15730,371.4723,689759
17/01/2023,1907,24,3991,15884,371.4781,692025
18/01/2023,1904,24,3929,15649,371.4781,691197
19/01/2023,1922,24,3899,15570,371.3916,689535
20/01/2023,1926,24,3973,15778,371.3915,699496
23/01/2023,1927,23,4020,15880,371.3845,700546
24/01/2023,1934,24,4017,15868,371.3909,700752
25/01/2023,1941,24,4016,15889,371.3909,702391
26/01/2023,1929,24,4060,15986,371.3887,704726
27/01/2023,1929,24,4071,15963,371.3887,698313
30/01/2023,1923,24,4018,15819,371.3035,697208
31/01/2023,1930,24,4077,16036,371.3887,697239
1/2/2023,1928,24,4119,16121,371.3942,697268
2/2/2023,1916,24,4180,16123,371.0331,707335
3/2/2023,1863,22,4136,15999,370.3529,693599
6/2/2023,1866,22,4111,15895,370.1832,678528
7/2/2023,1872,22,4164,16022,370.2611,678040
8/2/2023,1877,22,4118,15935,370.3547,679312
9/2/2023,1866,22,4082,15829,370.2786,680194
10/2/2023,1863,22,4090,15911,370.2484,673992
13/02/2023,1852,22,4137,16052,369.9592,673560
14/02/2023,1854,22,4136,16025,369.9523,672163
15/02/2023,1834,22,4148,16016,369.8892,672201
16/02/2023,1842,22,4090,15874,369.8164,666552
17/02/2023,1840,22,4079,15840,369.6666,662149
20/02/2023,1824,22,4118,15961,369.5636,667015
21/02/2023,1833,22,3997,15573,369.3116,666880
22/02/2023,1832,22,3991,15531,368.6063,664090
23/02/2023,1818,21,4012,15585,368.5292,661194
24/02/2023,1809,21,3970,15464,368.7702,661724
27/02/2023,1817,21,3982,15493,367.9284,657461
28/02/2023,1829,21,3970,15429,366.9212,657646
1/3/2023,1838,21,3951,15436,362.9543,655377
2/3/2023,1834,21,3981,15525,356.7393,648887
3/3/2023,1848,21,4046,15721,348.0322,637010
6/3/2023,1848,21,4048,15694,341.8912,630775.5
7/3/2023,1814,20,3986,15439,335.7502,624541
8/3/2023,1813,20,3992,15441,331.0583,591800
9/3/2023,1829,20,3918,15141,325.5218,579591
10/3/2023,1862,20,3862,14894,328.9042,583175
13/03/2023,1912,22,3856,14764,328.8699,600795
14/03/2023,1906,22,3919,14945,335.6887,615387
15/03/2023,1927,22,3892,14663,344.6634,622995
16/03/2023,1919,22,3960,14831,346.3312,644344
17/03/2023,1970,22,3917,14599,350.2275,648209
20/03/2023,1979,23,3952,14778,349.8726,662084
21/03/2023,1938,22,4003,14986,334.9328,663595
22/03/2023,1947,23,3937,14741,330.1625,624632
23/03/2023,1994,23,3949,14693,328.6083,626798
24/03/2023,1982,23,3971,14759,331.3791,634624
27/03/2023,1952,23,3978,14895,332.5841,633312
28/03/2023,1972,23,3971,14949,332.8711,627555
29/03/2023,1966,23,4028,15124,333.4925,635280
30/03/2023,1980,24,4051,15201,335.411,638309
31/03/2023,1969,24,4109,15375,336.0123,649006
3/4/2023,1984,24,4125,15488,334.2094,641145
4/4/2023,2022,25,4101,15374,330.5038,641220
5/4/2023,2021,25,4090,15368,330.53285,643574.5
6/4/2023,2012,25,4105,15379,330.5619,645929
7/4/2023,2005,25,4106,15397,329.1424,641867.5
10/4/2023,1989,25,4109,15427,327.7229,637806
11/4/2023,2005,25,4109,15521,327.6693,638641
12/4/2023,2011,25,4092,15501,327.1787,645033
13/04/2023,2041,26,4146,15631,327.1263,643591.6667
14/04/2023,2002,25,4138,15602,327.0739,642150.3333
17/04/2023,1994,25,4151,15668,327.0215,640709
18/04/2023,2007,25,4155,15685,327.4612,639092
19/04/2023,1995,25,4155,15654,327.7272,643259
20/04/2023,2008,25,4130,15583,327.8921,639313
21/04/2023,1980,25,4134,15579,328.5152,643079
24/04/2023,1989,25,4137,15607,328.4847,637498
25/04/2023,1994,25,4072,15364,328.5407,642565
26/04/2023,1986,25,4056,15229,328.6723,642879
27/04/2023,1990,25,4135,15432,328.7701,642715
28/04/2023,1990,25,4169,15546,328.7514,639889
1/5/2023,1983,25,4168,15536,328.5836,638437.5
2/5/2023,2014,25,4120,15315,328.4158,636986
3/5/2023,2029,25,4091,15234,327.9562,647542
4/5/2023,2048,26,4061,15118,326.6292,653818
5/5/2023,2017,26,4136,15381,326.4745,649440
8/5/2023,2026,26,4138,15391,326.3198,645062
9/5/2023,2036,26,4119,15353,325.9516,644578
10/5/2023,2031,25,4138,15349,324.8084,646413
11/5/2023,2015,24,4131,15263,322.7018,643441
12/5/2023,2015,24,4124,15246,320.0375,631042
15/05/2023,2018,24,4136,15323,319.9619,630846
16/05/2023,1988,24,4110,15129,318.7965,630512
17/05/2023,1981,24,4159,15314,316.188,618175
18/05/2023,1957,24,4198,15345,312.3715,610045
19/05/2023,1979,24,4192,15324,314.0848,598983
22/05/2023,1975,24,4193,15319,313.8244,607553
23/05/2023,1972,23,4146,15172,312.3359,600234
24/05/2023,1963,23,4115,15023,311.2316,601719
25/05/2023,1943,23,4151,14976,310.9562,593511
26/05/2023,1944,23,4205,15079,308.5472,590204
29/05/2023,1962,23,4162,15114,303.264,582001
30/05/2023,1958,23,4206,14995,303.9548,577207
31/05/2023,1964,23,4180,14887,300.921,577375
1/6/2023,1978,24,4221,15031,297.2316,574645
2/6/2023,1952,24,4282,15345,300.3287,578396
5/6/2023,1958,24,4274,15275,298.8583,568579
6/6/2023,1966,24,4284,15392,297.9434,572134
7/6/2023,1943,23,4268,15470,298.4378,572184
8/6/2023,1964,24,4294,15503,298.9191,566075
9/6/2023,1962,24,4299,15500,301.1291,575799
12/6/2023,1955,24,4339,15548,303.7392,579452
13/06/2023,1945,24,4369,15668,309.2237,588065
14/06/2023,1955,24,4373,15643,318.9974,590590
15/06/2023,1958,24,4426,15826,328.9272,596714
16/06/2023,1958,24,4410,15795,319.66,614583
19/06/2023,1923,24,4383,15696,315.1281,604531
20/06/2023,1936,23,4389,15649,314.3802,596678
21/06/2023,1933,23,4366,15657,314.4947,593437
22/06/2023,1913,22,4382,15601,314.963,593182
23/06/2023,1919,22,4348,15469,314.365,586842
26/06/2023,1924,23,4329,15519,314.9261,591173
27/06/2023,1914,23,4378,15647,316.7243,593859
28/06/2023,1912,23,4377,15617,316.6728,591252
29/06/2023,1909,23,4396,15737,316.251575,591456.5
30/06/2023,1921,23,4450,15876,315.83035,591661
3/7/2023,1922,23,4456,15919,315.409125,591865.5
4/7/2023,1929,23,4412,15759,314.9879,592070
5/7/2023,1920,23,4447,15836,313.668,589247
6/7/2023,1909,23,4412,15642,315.1016,589149
7/7/2023,1926,23,4399,15672,317.0914,588837
10/7/2023,1925,23,4410,15749,318.2388,599540
11/7/2023,1931,23,4439,15897,319.3229,602732
12/7/2023,1956,24,4472,16011,320.6817,609247
13/07/2023,1959,25,4510,16107,321.8765,616479
14/07/2023,1960,25,4505,16040,324.6783,620861
17/07/2023,1952,25,4523,16054,327.1641,622778
18/07/2023,1977,25,4555,16157,328.6534,631882
19/07/2023,1978,25,4566,16231,328.9299,636970
20/07/2023,1968,25,4535,16264,330.2942,643807
21/07/2023,1964,25,4536,16289,331.9854,640994
24/07/2023,1960,24,4555,16369,334.5576,640968
25/07/2023,1962,25,4567,16385,336.1624,645792
26/07/2023,1969,25,4567,16418,337.1774,646609
27/07/2023,1945,24,4537,16271,335.8919,652311
28/07/2023,1960,24,4582,16363,335.6506,642198
31/07/2023,1971,25,4589,16427,335.4036,644691
1/8/2023,1941,24,4577,16357,329.0446,638626.5
2/8/2023,1937,24,4513,16175,322.6856,632562
3/8/2023,1932,24,4502,16125,322.2084,608656
4/8/2023,1940,24,4478,16071,326.658,616282
7/8/2023,1934,23,4518,16208,328.5784,618096
8/8/2023,1924,23,4499,16176,328.6038,621691
9/8/2023,1915,23,4468,16136,327.522,619317
10/8/2023,1914,23,4469,16135,326.7861,614618
11/8/2023,1913,23,4464,16143,326.9576,612606
14/08/2023,1911,23,4490,16116,326.8853,611563
15/08/2023,1903,23,4438,15911,328.0221,611784
16/08/2023,1896,22,4404,15818,327.8235,611544
17/08/2023,1884,23,4370,15734,327.8749,607897
18/08/2023,1886,23,4370,15750,329.4982,609570
21/08/2023,1893,23,4400,15746,329.597,610936
22/08/2023,1896,23,4388,15690,329.7506,614262
23/08/2023,1919,24,4436,15823,329.8616,615817
24/08/2023,1918,24,4376,15683,329.8198,621730
25/08/2023,1911,24,4406,15767,329.6392,621155
28/08/2023,1918,24,4433,15880,329.5226,620462
29/08/2023,1937,25,4498,16041,329.5445,622422
30/08/2023,1944,25,4515,16074,328.24205,625299
31/08/2023,1938,24,4508,16000,326.9396,628176
1/9/2023,1940,24,4516,16092,325.8676,620753
4/9/2023,1919,24,4494,16017,326.2837,620910
5/9/2023,1926,24,4497,15942,326.653,620214
6/9/2023,1918,23,4465,15892,327.5101,620037
7/9/2023,1918,23,4451,15864,328.0638,617860
8/9/2023,1918,23,4457,15879,327.9947,620917
11/9/2023,1923,23,4487,15949,327.6048,618743
12/9/2023,1911,23,4462,15954,327.9261,619557
13/09/2023,1909,23,4467,15927,328.5308,615837
14/09/2023,1910,23,4505,16089,329.5704,617504
15/09/2023,1924,23,4450,15974,328.8809,619360
18/09/2023,1932,23,4454,15953,328.8363,623255
19/09/2023,1932,23,4444,15929,329.6034,625795
20/09/2023,1946,24,4402,15860,329.9359,625529
21/09/2023,1919,23,4330,15602,329.9016,625596
22/09/2023,1925,24,4320,15570,329.5513,624960
25/09/2023,1917,23,4337,15594,329.7702,623863
26/09/2023,1900,23,4274,15382,329.8014,621327
27/09/2023,1872,22,4275,15395,328.9001,616774
28/09/2023,1860,23,4300,15478,328.9380333,609934.6667
29/09/2023,1848,22,4288,15398,328.9759667,603095.3333
2/10/2023,1830,21,4288,15230,329.0139,596256
3/10/2023,1825,21,4229,15043,329.0008,588345
4/10/2023,1819,21,4264,15071,328.9126,589802
5/10/2023,1817,21,4258,15073,328.9081,591308
6/10/2023,1830,22,4309,15214,328.9108,590268
9/10/2023,1850,22,4336,15318,328.935,599462
10/10/2023,1861,22,4358,15450,328.7491,603309
11/10/2023,1873,22,4377,15488,328.7869,602491
12/10/2023,1869,22,4350,15330,328.8289,607521
13/10/2023,1927,23,4328,15324,328.8218,606522
16/10/2023,1921,23,4374,15485,328.8534,622204
17/10/2023,1923,23,4373,15541,329.4189,619551
18/10/2023,1955,23,4315,15325,329.543,629486
19/10/2023,1968,23,4278,15196,329.8115,632193
20/10/2023,1983,23,4224,15033,330.4162,642993
23/10/2023,1976,23,4217,14946,331.005,640608
24/10/2023,1975,23,4248,15026,331.3956,645147
25/10/2023,1984,23,4187,14914,332.565,646099
26/10/2023,1987,23,4137,14859,331.9361,648344
27/10/2023,1989,23,4117,14676,332.0178,649028
30/10/2023,1996,23,4167,14826,332.4987,655616
31/10/2023,1985,23,4194,14919,332.5096,653370
1/11/2023,1979,23,4238,15003,332.6334,648250
2/11/2023,1986,23,4318,15333,333.4354,651360
3/11/2023,1992,23,4358,15475,334.138,653498
6/11/2023,1982,23,4366,15441,334.4083,654926
7/11/2023,1967,23,4378,15388,331.9647,647095
8/11/2023,1952,23,4383,15352,332.7923,644285
9/11/2023,1964,23,4347,15235,333.6374,640940
10/11/2023,1933,22,4415,15388,332.776,643043
13/11/2023,1946,22,4412,15403,332.478,634736
14/11/2023,1962,23,4496,15733,332.366,635899
15/11/2023,1960,23,4503,15765,332.9839,642820
16/11/2023,1984,24,4508,15717,333.6636,644715
17/11/2023,1982,24,4514,15813,333.2524,651060
20/11/2023,1978,24,4547,15882,333.2023,650240
21/11/2023,1999,24,4538,15862,333.1445,652983
22/11/2023,1991,24,4557,15908,333.6609,655518
23/11/2023,1992,24,4533,15836,333.7081,654996
24/11/2023,2002,24,4559,15984,333.7448,654977
27/11/2023,2012,25,4550,15931,333.7056,660576
28/11/2023,2040,25,4555,15929,334.1117,663516
29/11/2023,2047,25,4551,15963,334.2295,674404
30/11/2023,2038,25,4568,16089,333.4564,672446
1/12/2023,2071,26,4595,16264,333.2383,669046
4/12/2023,2024,25,4570,16233,333.3213,684042
5/12/2023,2019,24,4567,16123,333.2059,667296
6/12/2023,2031,24,4549,16092,333.0711,662993
7/12/2023,2030,24,4586,16137,331.7826,663821
8/12/2023,1998,23,4604,16208,331.6615,663700
11/12/2023,1978,23,4622,16274,332.3764,653175
12/12/2023,1978,23,4644,16286,332.328,648814
13/12/2023,1982,23,4707,16561,331.6167,647142
14/12/2023,2030,24,4720,16724,331.4772,664243
15/12/2023,2021,24,4719,16610,331.5038,665308
18/12/2023,2026,24,4741,16657,331.6089,660761
19/12/2023,2038,24,4768,16798,331.6405,662250
20/12/2023,2035,24,4698,16535,331.7038,666506
21/12/2023,2039,24,4747,16725,331.4997,665454
22/12/2023,2057,24,4755,16770,331.3071,669041
25/12/2023,2065,24,4742,16697,330.9989667,670294
26/12/2023,2058,24,4775,16859,330.6908333,671547
27/12/2023,2082,24,4782,16898,330.3827,672800
28/12/2023,2074,24,4783,16891,328.8731,676498
29/12/2023,2062,24,4770,16853,328.7784,670390
1/1/2024,2046,24,4770,16840,328.7784,668309
2/1/2024,2064,24,4743,16842,326.8587,667794
3/1/2024,2034,23,4705,16719,326.6933,662662
4/1/2024,2042,23,4689,16716,327.3976,658732
5/1/2024,2042,23,4697,16758,327.461,660099
8/1/2024,2027,23,4764,16885,327.4478,658781
9/1/2024,2026,23,4757,16773,327.4005,656207
10/1/2024,2022,23,4783,16819,327.5427,655448
11/1/2024,2014,23,4780,16781,327.6431,655795
12/1/2024,2047,23,4784,16800,327.3582,656572
15/01/2024,2027,23,4774,16812,327.2736,658610
16/01/2024,2026,23,4766,16639,327.189,660648
17/01/2024,2003,23,4739,16523,326.4384,653194
18/01/2024,2019,23,4781,16616,325.6904,645426
19/01/2024,2027,23,4840,16730,326.06,649352
22/01/2024,2020,22,4850,16779,325.3792,650631
23/01/2024,2024,22,4865,16801,324.8287,647486
24/01/2024,2014,23,4869,16769,324.7787,648183
25/01/2024,2017,23,4894,16890,323.9781,647040
26/01/2024,2017,23,4891,16949,323.1775,645897
29/01/2024,2025,23,4928,17041,322.7716,642418
30/01/2024,2032,23,4925,17089,322.7398,645669
31/01/2024,2048,23,4846,16911,321.8542,645453
1/2/2024,2053,23,4906,17116,320.4082,646985
2/2/2024,2036,23,4959,17102,316.9979,644641
5/2/2024,2026,22,4943,17005,317.2528,634114
6/2/2024,2035,22,4954,17135,317.6567,632432
7/2/2024,2035,22,4995,17212,318.6869,639170
8/2/2024,2032,23,4998,17252,318.5839,638077
9/2/2024,2023,23,5027,17276,318.2311,638049
12/2/2024,2018,23,5022,17332,317.8272,633125
13/02/2024,1993,22,4953,17069,318.4655,632582
14/02/2024,1990,22,5001,17240,318.1678,624292
15/02/2024,2002,23,5030,17435,318.0679,624100
16/02/2024,2012,23,5006,17409,317.762,627419
19/02/2024,2003,23,5002,17297,317.2903,631235
20/02/2024,2028,23,4976,17340,317.1692,630209
21/02/2024,2022,23,4982,17383,316.8174,632728
