date,gold_price_usd,silver_price,s&p_500_index,nyse_com_index,usd_selling_exrate,gold_lkr
2/1/2014,1225,20,1832,10283,132.2262,158637
3/1/2014,1238,20,1831,10297,132.2112,160948
6/1/2014,1238,20,1827,10270,132.2162,162423
7/1/2014,1229,20,1838,10327,132.1961,162412
8/1/2014,1225,20,1837,10321,132.2267,160678
9/1/2014,1229,20,1838,10326,132.2467,160417
10/1/2014,1247,20,1842,10371,132.1864,160949
13/01/2014,1251,20,1819,10256,132.1662,163627
14/01/2014,1245,20,1839,10343,132.1628333,163131.6667
15/01/2014,1238,20,1848,10385,132.1594667,162636.3333
16/01/2014,1240,20,1846,10376,132.1561,162141
17/01/2014,1252,20,1839,10343,132.096,162519
20/01/2014,1252,20,1838,10341,132.1662,164319
21/01/2014,1242,20,1844,10366,132.1763,163813
22/01/2014,1239,20,1845,10369,132.2367,162490
23/01/2014,1263,20,1828,10269,132.2367,161321
24/01/2014,1265,20,1790,10034,132.2267,164865
27/01/2014,1264,20,1782,9981,132.1562,166529
28/01/2014,1251,19,1793,10067,132.2266,164571
29/01/2014,1262,20,1774,9963,132.2467,163904
30/01/2014,1242,19,1794,10049,132.1964,165117
31/01/2014,1238,19,1783,9968,132.1562,162487
3/2/2014,1260,19,1742,9742,132.1863,162745
4/2/2014,1252,19,1755,9817,132.18125,163408
5/2/2014,1257,20,1752,9809,132.1762,164071
6/2/2014,1258,20,1773,9940,132.1461,164184
7/2/2014,1263,20,1797,10055,132.1311,164599
10/2/2014,1275,20,1800,10050,132.1661,165895
11/2/2014,1290,20,1820,10170,132.2066,167922
12/2/2014,1295,20,1819,10174,132.2416,168304
13/02/2014,1300,20,1830,10229,132.2466,169000
14/02/2014,1319,21,1839,10283,132.2366,171300.5
17/02/2014,1324,20,1821,10181,132.2266,173601
18/02/2014,1325,22,1841,10319,132.2466,173120
19/02/2014,1321,22,1829,10254,132.2568,172341
20/02/2014,1317,22,1840,10317,132.2768,171629
21/02/2014,1324,22,1836,10307,132.3372,172710
24/02/2014,1338,22,1848,10370,132.3472,173076
25/02/2014,1343,22,1845,10354,132.4177,174697
26/02/2014,1328,21,1845,10350,132.4677,175399
27/02/2014,1332,21,1854,10398,132.4677,174943
28/02/2014,1321,21,1859,10426,132.4677,174487
3/3/2014,1350,21,1846,10330,132.2362,175818
4/3/2014,1338,21,1874,10490,132.076,176434
5/3/2014,1340,21,1874,10483,132.0559,174638
6/3/2014,1352,22,1877,10526,132.0458,174670
7/3/2014,1338,21,1878,10512,132.0358,176223
10/3/2014,1341,21,1877,10486,132.0207,174116
11/3/2014,1347,21,1868,10426,131.9957,174970
12/3/2014,1370,21,1868,10419,131.9956,177105
13/03/2014,1372,21,1846,10298,132.0208,179213
14/03/2014,1379,21,1841,10285,132.0961,179565
17/03/2014,1373,21,1859,10377,132.0357,180622
18/03/2014,1359,21,1872,10441,132.0357,177665
19/03/2014,1341,21,1861,10360,132.0157,177299
20/03/2014,1331,20,1872,10401,132.0157,173822
21/03/2014,1336,20,1867,10392,132.0358,174258
24/03/2014,1311,20,1857,10362,132.0358,173181
25/03/2014,1311,20,1866,10417,132.0459,171543
26/03/2014,1303,20,1853,10359,132.0761,171414
27/03/2014,1295,20,1849,10373,132.1062,170487
28/03/2014,1294,20,1858,10435,132.1062,169114
31/03/2014,1283,20,1872,10528,132.1662,169524
1/4/2014,1280,20,1886,10584,132.1662,167802
2/4/2014,1291,20,1891,10617,132.1662,167739
3/4/2014,1284,20,1889,10598,132.1462,168821
4/4/2014,1303,20,1865,10517,131.9659,168043
7/4/2014,1298,20,1845,10407,132.0858,170155
8/4/2014,1309,20,1852,10452,132.1158,169870
9/4/2014,1306,20,1872,10555,132.0157,171241
10/4/2014,1320,20,1833,10367,132.0257,171783
11/4/2014,1319,20,1816,10281,132.0157,172369
14/04/2014,1327,20,1831,10359,132.0157,171433
15/04/2014,1300,19,1843,10402,132.0157,170497
16/04/2014,1303,20,1862,10506,132.0157,169561
17/04/2014,1293,20,1865,10533,132.0157,169938
18/04/2014,1286,20,1843,10416,132.0157,168902.5
21/04/2014,1288,19,1872,10559,132.0157,167867
22/04/2014,1281,19,1880,10599,132.0257,168135
23/04/2014,1284,19,1875,10582,132.0157,167791
24/04/2014,1291,20,1879,10576,132.0257,167966
25/04/2014,1301,20,1863,10505,132.0357,168798
28/04/2014,1299,20,1869,10527,132.0357,170451
29/04/2014,1296,19,1878,10584,132.0157,169223
30/04/2014,1296,19,1884,10627,132.0357,169167
1/5/2014,1283,19,1884,10629,132.0407,168399
2/5/2014,1303,19,1881,10630,132.0457,167631
5/5/2014,1309,20,1885,10630,132.0457,170734
6/5/2014,1308,20,1868,10569,132.0457,171053
7/5/2014,1289,19,1878,10627,132.0357,171334
8/5/2014,1287,19,1876,10611,132.0307,168500
9/5/2014,1287,19,1878,10607,131.9753,168413
12/5/2014,1296,20,1897,10704,131.9102,167940
13/05/2014,1295,20,1897,10703,131.8298,168886
14/05/2014,1306,20,1889,10656,131.8297667,168917.3333
15/05/2014,1294,19,1871,10568,131.8297333,168948.6667
16/05/2014,1293,19,1878,10603,131.8297,168980
19/05/2014,1294,19,1885,10619,131.7747,168779
20/05/2014,1295,19,1873,10542,131.7626,168652
21/05/2014,1288,19,1888,10620,131.8108,168691
22/05/2014,1295,19,1892,10645,131.7777,168465
23/05/2014,1292,19,1901,10682,131.7767,168676
26/05/2014,1255,19,1888,10621,131.8049,168675
27/05/2014,1265,19,1912,10721,131.8048,168604
28/05/2014,1259,19,1910,10703,131.7948,164874
29/05/2014,1256,19,1920,10752,131.83,163925
30/05/2014,1246,19,1924,10756,131.875,164083
2/6/2014,1244,19,1925,10772,131.8408,162670
3/6/2014,1244,19,1924,10770,131.8246,162249
4/6/2014,1244,19,1928,10777,131.7666,162386
5/6/2014,1253,19,1940,10848,131.7385,162120
6/6/2014,1252,19,1949,10904,131.7144,163460
9/6/2014,1254,19,1951,10919,131.6942,163243
10/6/2014,1260,19,1951,10914,131.6942,163379
11/6/2014,1261,19,1944,10873,131.6882,164447
12/6/2014,1274,20,1930,10825,131.6932,165146
13/06/2014,1274,20,1936,10856,131.6982,165845
16/06/2014,1275,20,1938,10863,131.6861,166847
17/06/2014,1272,20,1942,10886,131.6801,165614
18/06/2014,1272,20,1957,10976,131.6801,165418
19/06/2014,1314,21,1959,11003,131.6841,166274
20/06/2014,1316,21,1963,11018,131.7204,170941
23/06/2014,1318,21,1963,11014,131.7082,171055
24/06/2014,1321,21,1950,10922,131.7183,171551
25/06/2014,1322,21,1960,10963,131.7324,171364
26/06/2014,1316,21,1957,10949,131.7344,171715
27/06/2014,1319,21,1961,10974,131.7424,171698
30/06/2014,1322,21,1960,10979,131.7705,171438
1/7/2014,1326,21,1973,11047,131.7645,173056
2/7/2014,1331,21,1975,11050,131.7484,172701
3/7/2014,1320,21,1985,11105,131.7444,172270
4/7/2014,1321,21,1971,11031,131.7283,171877
7/7/2014,1317,21,1978,11036,131.7141,171529
8/7/2014,1316,21,1964,10963,131.6881,171752
9/7/2014,1324,21,1973,11006,131.6901,171918
10/7/2014,1339,21,1965,10941,131.6761,173148
11/7/2014,1337,21,1968,10936,131.6579,174258
14/07/2014,1306,21,1977,10991,131.6199,173966
15/07/2014,1297,21,1973,10966,131.6239,170155
16/07/2014,1300,21,1982,11018,131.6139,168752
17/07/2014,1317,21,1958,10890,131.6159,169444
18/07/2014,1309,21,1978,10986,131.6381,171259
21/07/2014,1314,21,1974,10958,131.6743,170729
22/07/2014,1306,21,1984,11016,131.6743,171027
23/07/2014,1305,21,1987,11024,131.6843,170446
24/07/2014,1291,20,1988,11039,131.6581,169168
25/07/2014,1303,21,1978,10986,131.6439,168315
28/07/2014,1303,21,1979,10987,131.6159,169744
29/07/2014,1298,21,1970,10937,131.6199,169468.5
30/07/2014,1295,21,1970,10930,131.6239,169193
31/07/2014,1281,20,1931,10726,131.6239,168544
1/8/2014,1294,20,1925,10692,131.6259,167204
4/8/2014,1288,20,1939,10767,131.6279,168284
5/8/2014,1284,20,1920,10657,131.6279,167863
6/8/2014,1307,20,1920,10653,131.6279,167936
7/8/2014,1311,20,1910,10584,131.6179,170169
8/8/2014,1309,20,1932,10691,131.6159,171123
11/8/2014,1309,20,1937,10723,131.5937,170133
12/8/2014,1309,20,1934,10706,131.5977,170145
13/08/2014,1313,20,1947,10756,131.6239,170373
14/08/2014,1314,20,1955,10803,131.6239,170816
15/08/2014,1305,19,1955,10796,131.5977,170704
18/08/2014,1298,20,1972,10887,131.5877,169151
19/08/2014,1295,19,1982,10930,131.5897,169114
20/08/2014,1293,19,1987,10949,131.5837,168687
21/08/2014,1274,19,1992,10983,131.6139,167903
22/08/2014,1279,19,1988,10947,131.6139,166494
25/08/2014,1277,19,1998,11005,131.6098,166420
26/08/2014,1284,19,2000,11025,131.6139,166478
27/08/2014,1282,19,2000,11038,131.6139,167182
28/08/2014,1289,20,1997,11010,131.6199,167461
29/08/2014,1286,19,2003,11046,131.6259,167816
1/9/2014,1262,19,2000,11025,131.6239,167501
2/9/2014,1264,19,2002,11038,131.6219,167107
3/9/2014,1269,19,2001,11064,131.6199,165041
4/9/2014,1265,19,1998,11030,131.6139,165658
5/9/2014,1266,19,2008,11073,131.6259,164493
8/9/2014,1253,19,2002,11007,131.6249,164061
9/9/2014,1247,19,1988,10946,131.6239,163629
10/9/2014,1244,19,1996,10972,131.6299,163431
11/9/2014,1237,19,1997,10976,131.6541,162475
12/9/2014,1230,19,1986,10911,131.6802,160723
15/09/2014,1234,19,1984,10909,131.6702,160479
16/09/2014,1235,19,1999,10980,131.6721,161188
17/09/2014,1234,19,2002,10974,131.6801,161225
18/09/2014,1226,18,2011,11024,131.6821,159340
19/09/2014,1215,18,2010,10990,131.6802,159232
22/09/2014,1217,18,1994,10893,131.6701,158006
23/09/2014,1221,18,1983,10815,131.6982,158638
24/09/2014,1219,18,1998,10886,131.7224,159137
25/09/2014,1221,17,1966,10722,131.6983,158166
26/09/2014,1214,17,1983,10799,131.7447,159502
29/09/2014,1218,18,1978,10749,131.7747,158903
30/09/2014,1211,17,1972,10703,131.8613,158642
1/10/2014,1215,17,1946,10572,132.0767,157340
2/10/2014,1214,17,1946,10556,132.0058,158842
3/10/2014,1192,17,1968,10635,131.8206,158244
6/10/2014,1207,17,1965,10648,131.7805,157594.5
7/10/2014,1212,17,1935,10485,131.7404,156945
8/10/2014,1205,17,1969,10646,131.7374,158233.5
9/10/2014,1225,17,1928,10409,131.7344,159522
10/10/2014,1221,17,1906,10293,131.7806,159218
13/10/2014,1229,17,1875,10167,131.8248,160891
14/10/2014,1234,17,1878,10186,131.991,161164
15/10/2014,1244,17,1862,10110,131.996,160132
16/10/2014,1241,17,1863,10124,132.0764,161999
17/10/2014,1238,17,1887,10251,132.0863,161735
20/10/2014,1244,17,1904,10327,132.0864,161454
21/10/2014,1251,18,1941,10501,132.1669,162797
22/10/2014,1245,17,1927,10406,132.1799,162665
23/10/2014,1229,17,1951,10519,132.1929,162533
24/10/2014,1231,17,1965,10583,132.2575,160843
27/10/2014,1229,17,1962,10544,132.217,161023
28/10/2014,1229,17,1985,10678,132.1829,160960
29/10/2014,1224,17,1982,10647,132.3674,160900
30/10/2014,1198,16,1995,10712,132.3975,158841
31/10/2014,1171,16,2018,10845,132.3832,156803
3/11/2014,1169,16,2018,10809,132.3432,152876
4/11/2014,1167,16,2012,10758,132.3732,152505
5/11/2014,1145,15,2024,10824,132.3772,152748
6/11/2014,1142,15,2031,10844,132.3772,151063
7/11/2014,1170,16,2032,10865,132.3772,149378
10/11/2014,1160,16,2038,10893,132.3832,153675
11/11/2014,1163,16,2040,10908,132.3772,151284
12/11/2014,1159,16,2038,10884,132.3932,152442
13/11/2014,1161,16,2039,10869,132.3832,151861
14/11/2014,1185,16,2040,10881,132.3952,152026
17/11/2014,1183,16,2041,10883,132.4133,155523
18/11/2014,1197,16,2052,10942,132.4333,155343
19/11/2014,1194,16,2049,10927,132.4777,156265
20/11/2014,1191,16,2053,10938,132.4939,154763
21/11/2014,1198,16,2064,11026,132.5341,156087
24/11/2014,1196,16,2069,11041,132.5341,157383
25/11/2014,1197,17,2067,11029,132.6347,157038
26/11/2014,1197,17,2073,11048,132.8899,157187
27/11/2014,1201,16,2065,11016,133.3018,156836
28/11/2014,1175,15,2068,10955,133.1506,155389
1/12/2014,1218,17,2053,10889,132.8896,150890
2/12/2014,1199,16,2067,10940,132.9701,157876
3/12/2014,1209,16,2074,10987,133.0003,157176
4/12/2014,1208,17,2072,10952,133.0403,158261
5/12/2014,1190,16,2075,10970,133.0907,157759
8/12/2014,1195,16,2060,10864,133.1007,156471
9/12/2014,1232,17,2060,10821,133.1407,157370
10/12/2014,1229,17,2026,10662,133.1407,160893
11/12/2014,1225,17,2035,10690,133.1407,160995
12/12/2014,1222,17,2002,10501,133.1812,160587
15/12/2014,1207,17,1990,10411,133.1812,159506
16/12/2014,1194,16,1973,10390,133.1812,156829
17/12/2014,1194,16,2013,10604,133.2812,157010
18/12/2014,1195,16,2061,10832,133.2812,156393
19/12/2014,1196,16,2071,10890,133.3216,157077
22/12/2014,1180,16,2079,10920,133.3216,156927
23/12/2014,1178,16,2082,10952,133.2716,154292
24/12/2014,1174,16,2082,10955,133.2716,154295
25/12/2014,1192,16,2075,10910,133.23175,154702.5
26/12/2014,1195,16,2089,10985,133.1919,155110
29/12/2014,1182,16,2091,10988,133.1919,156754
30/12/2014,1200,16,2080,10933,133.2925,155475
31/12/2014,1184,16,2059,10839,133.3725,157631
1/1/2015,1206,16,2079,10931,133.3725,155070
2/1/2015,1186,16,2058,10831,133.3927,155223
5/1/2015,1204,16,2021,10608,133.4927,156518.5
6/1/2015,1219,17,2003,10515,133.5927,157814
7/1/2015,1211,17,2026,10627,133.7634,159485
8/1/2015,1208,16,2062,10801,133.9446,159153
9/1/2015,1216,16,2045,10711,133.9946,159023
12/1/2015,1233,17,2028,10641,134.0252,160860
13/01/2015,1234,17,2023,10623,133.9848,162158
14/01/2015,1234,17,2011,10565,133.8550333,163222.6667
15/01/2015,1265,17,1993,10515,133.7252667,164287.3333
16/01/2015,1277,18,2019,10660,133.5955,165352
19/01/2015,1292,17,2015,10601,133.5935,168004
20/01/2015,1294,18,2023,10659,133.6338,168129
21/01/2015,1294,18,2032,10720,134.1052,170548
22/01/2015,1301,18,2063,10859,134.1655,170487
23/01/2015,1293,18,2052,10788,134.2455,171372
26/01/2015,1279,18,2057,10847,134.2255,171098
27/01/2015,1292,18,2030,10782,134.2656,168567
28/01/2015,1286,18,2002,10604,134.5569,170439
29/01/2015,1255,17,2021,10692,134.5064,169235
30/01/2015,1279,17,1995,10537,134.7038,166625
2/2/2015,1276,17,2021,10669,134.724,169246
3/2/2015,1260,17,2050,10847,134.6905,168903.3333
4/2/2015,1264,17,2042,10775,134.657,168560.6667
5/2/2015,1262,17,2063,10896,134.6235,168218
6/2/2015,1234,17,2055,10848,134.6435,167384
9/2/2015,1241,17,2047,10827,134.5734,164539
10/2/2015,1232,17,2069,10915,134.4749,165021
11/2/2015,1219,17,2069,10889,134.4344,164365
12/2/2015,1220,17,2088,10995,134.4749,162347
13/02/2015,1227,17,2097,11043,134.4295,162773
16/02/2015,1204,17,2074,10934,134.4295,163596
17/02/2015,1208,16,2100,11054,134.4495,162029
18/02/2015,1200,16,2100,11064,134.4695,160462
19/02/2015,1207,16,2097,11038,134.5195,161610
20/02/2015,1204,16,2110,11109,134.5496,160636
23/02/2015,1200,16,2110,11075,134.5597,159843
24/02/2015,1197,16,2115,11122,134.5797,159912
25/02/2015,1201,16,2114,11118,134.5797,160741
26/02/2015,1210,17,2111,11082,134.5797,160510
27/02/2015,1213,17,2105,11063,134.5797,160802
2/3/2015,1208,16,2117,11103,134.6197,162470
3/3/2015,1204,16,2108,11051,134.6197,159307
4/3/2015,1201,16,2099,11005,134.6298,160382
5/3/2015,1196,16,2101,11014,134.6298,159924.5
6/3/2015,1164,16,2071,10842,134.6298,159467
9/3/2015,1166,16,2079,10867,134.6398,155619
10/3/2015,1160,16,2044,10678,134.6732,155114
11/3/2015,1151,15,2040,10679,134.6732,154868
12/3/2015,1152,15,2066,10821,134.6732,153074
13/03/2015,1153,15,2053,10751,134.6732,154117
16/03/2015,1153,16,2081,10881,134.6732,154124
17/03/2015,1148,16,2074,10862,134.6832,153546
18/03/2015,1151,16,2100,11020,134.7249,152994
19/03/2015,1169,16,2089,10931,134.7249,155958
20/03/2015,1185,17,2108,11071,134.7249,155726
23/03/2015,1188,17,2104,11071,134.7249,157108
24/03/2015,1192,17,2092,11020,134.7249,157825
25/03/2015,1197,17,2061,10898,134.7249,158124
26/03/2015,1205,17,2056,10865,134.725,159317
27/03/2015,1200,17,2061,10875,134.725,159693
30/03/2015,1185,17,2086,10989,134.715,158580
31/03/2015,1183,17,2068,10899,134.725,157580
1/4/2015,1208,17,2060,10892,134.735,157832
2/4/2015,1201,17,2067,10953,134.735,159958
3/4/2015,1209,17,2068,10922,134.72,160816.5
6/4/2015,1219,17,2081,11033,134.705,161675
7/4/2015,1211,17,2076,11013,134.6849,161313
8/4/2015,1203,16,2082,11033,134.6048,160656
9/4/2015,1194,16,2091,11065,134.5341,159154
10/4/2015,1205,16,2102,11113,134.5441,158828
13/04/2015,1199,16,2092,11057,134.5541,158723.3333
14/04/2015,1193,16,2096,11108,134.5641,158618.6667
15/04/2015,1202,16,2107,11171,134.5741,158514
16/04/2015,1198,16,2105,11170,134.6145,160284
17/04/2015,1203,16,2081,11058,134.6846,159297
20/04/2015,1194,16,2100,11117,134.7337,160137
21/04/2015,1203,16,2097,11100,134.7537,158923
22/04/2015,1187,16,2108,11144,134.8037,159594
23/04/2015,1194,16,2113,11191,134.9951,157797
24/04/2015,1175,16,2118,11193,135.1761,158515
27/04/2015,1203,16,2109,11167,135.2061,157194
28/04/2015,1214,17,2115,11203,135.3857,159716
29/04/2015,1210,17,2107,11154,135.3857,160849
30/04/2015,1182,16,2086,11050,135.456,160058
1/5/2015,1175,16,2108,11140,135.5198,159357.3333
4/5/2015,1187,16,2114,11173,135.5836,158656.6667
5/5/2015,1193,17,2089,11049,135.6474,157956
6/5/2015,1190,16,2080,11016,135.7256,159121
7/5/2015,1182,16,2088,11036,135.7761,158387
8/5/2015,1189,16,2116,11197,135.7761,157841
11/5/2015,1183,16,2105,11141,135.7963,158551
12/5/2015,1193,17,2099,11113,135.8261,158027
13/05/2015,1218,17,2098,11117,135.8863,159152
14/05/2015,1225,17,2121,11207,135.8863,161881
15/05/2015,1226,18,2123,11228,135.9863,162668
18/05/2015,1228,18,2129,11228,135.9663,163028
19/05/2015,1207,17,2128,11213,135.9863,162885
20/05/2015,1209,17,2126,11210,136.0263,161454
21/05/2015,1204,17,2131,11240,136.1165,162024
22/05/2015,1204,17,2126,11198,136.1872,161363
25/05/2015,1187,17,2128,11218,135.9872,161109
26/05/2015,1187,17,2104,11065,136.3376,161181
27/05/2015,1186,17,2123,11143,136.5985,159127
28/05/2015,1188,17,2121,11133,137.7747,159146
29/05/2015,1189,17,2107,11056,137.9456,159167
1/6/2015,1188,17,2112,11062,137.926,159408
2/6/2015,1194,17,2110,11081,137.46935,159612
3/6/2015,1185,16,2114,11108,137.0127,159816
4/6/2015,1175,16,2096,11000,136.1265,158544
5/6/2015,1168,16,2093,10979,135.805,157760
8/6/2015,1173,16,2079,10918,135.7648,157255
9/6/2015,1177,16,2080,10916,135.685,157474
10/6/2015,1186,16,2105,11058,135.6446,157388
11/6/2015,1180,16,2109,11081,135.6648,158733
12/6/2015,1179,16,2094,11010,135.6648,158315
15/06/2015,1185,16,2084,10950,135.7253,158327
16/06/2015,1181,16,2096,10998,135.6753,158892
17/06/2015,1176,16,2100,11014,135.6348,158294
18/06/2015,1202,16,2121,11100,135.6146,159115
19/06/2015,1202,16,2110,11039,135.8057,161012
22/06/2015,1184,16,2123,11130,135.7051,160860
23/06/2015,1176,16,2124,11149,135.5741,158953
24/06/2015,1173,16,2109,11066,135.5341,157587
25/06/2015,1172,16,2102,11036,135.4739,157456
26/06/2015,1173,16,2101,11040,135.2732,157109
29/06/2015,1179,16,2058,10790,135.2732,158033
30/06/2015,1172,16,2063,10805,135.2932,157392
1/7/2015,1169,16,2077,10859,135.2832,156770
2/7/2015,1163,16,2077,10865,135.2732,156148
3/7/2015,1162,16,2075,10872,135.1927,155935
6/7/2015,1173,16,2069,10783,135.1927,156108
7/7/2015,1152,15,2081,10829,135.1927,156081
8/7/2015,1163,15,2047,10637,135.1927,154146
9/7/2015,1159,15,2051,10690,135.1927,154815
10/7/2015,1158,15,2077,10854,135.1927,155130
13/07/2015,1155,15,2100,10945,135.1927,155280
14/07/2015,1153,15,2109,10993,135.3536,154653
15/07/2015,1147,15,2107,10959,135.3536,154599
16/07/2015,1144,15,2124,11025,135.3536,153410
17/07/2015,1132,15,2127,10987,135.3536,153181
20/07/2015,1107,15,2128,10969,135.3536,148373
21/07/2015,1103,15,2119,10919,135.3536,147698
22/07/2015,1091,15,2114,10900,135.2932,146635
23/07/2015,1094,15,2102,10841,135.2932,146828
24/07/2015,1086,14,2080,10722,135.2932,144312
27/07/2015,1097,15,2068,10657,135.2932,146840
28/07/2015,1096,15,2093,10790,135.2932,146308
29/07/2015,1093,15,2109,10884,135.2127,146512
30/07/2015,1088,15,2109,10882,135.2127,146151
31/07/2015,1095,15,2104,10882,135.2127,146104.5
3/8/2015,1089,15,2098,10841,135.2127,146058
4/8/2015,1091,15,2093,10825,135.1424,144787
5/8/2015,1086,15,2100,10848,135.1222,144967
6/8/2015,1090,15,2084,10799,135.1122,144826
7/8/2015,1094,15,2078,10763,135.3134,145681
10/8/2015,1104,15,2104,10906,135.3134,146229
11/8/2015,1108,15,2084,10802,135.3134,147165
12/8/2015,1123,15,2086,10779,135.3134,148610
13/08/2015,1116,15,2083,10745,135.3536,150217
14/08/2015,1113,15,2092,10782,135.5541,149118
17/08/2015,1119,15,2102,10819,135.5541,149466
18/08/2015,1117,15,2097,10793,135.6746,149825
19/08/2015,1128,15,2080,10687,135.6773,149819
20/08/2015,1153,16,2036,10476,135.6268,151906
21/08/2015,1160,15,1971,10196,135.7548,155578
24/08/2015,1153,15,1893,9790,136.1575,155748
25/08/2015,1138,15,1868,9692,136.3083,155020
26/08/2015,1125,14,1941,9980,136.8413,152716
27/08/2015,1122,14,1988,10231,136.7704,151402
28/08/2015,1133,15,1989,10242,136.7704,151657
31/08/2015,1132,15,1972,10177,136.8008,152343
1/9/2015,1139,15,1914,9875,137.042,153357
2/9/2015,1133,15,1949,10013,137.042,153101
3/9/2015,1124,15,1951,10049,137.042,152421
4/9/2015,1121,15,1921,9872,138.8473,151607
7/9/2015,1110,15,1941,9997,139.9098,155033
8/9/2015,1120,15,1969,10110,139.9611,154177
9/9/2015,1102,15,1942,9989,140.4771,155422
10/9/2015,1110,15,1952,10019,141.0799,153691
11/9/2015,1104,14,1961,10040,141.2314,154559
14/09/2015,1108,14,1953,9989,141.3633,154196
15/09/2015,1103,14,1978,10106,142.1465,154793
16/09/2015,1119,15,1995,10237,142.3378,154758
17/09/2015,1117,15,1990,10216,143.0906,157864
18/09/2015,1138,15,1958,10032,142.79,158873
21/09/2015,1133,15,1967,10066,142.8406,159858
22/09/2015,1125,15,1943,9913,142.8812,159705
23/09/2015,1132,15,1939,9868,142.9312,158373
24/09/2015,1154,15,1932,9838,142.91705,160251.5
25/09/2015,1146,15,1931,9857,142.9029,162130
28/09/2015,1132,15,1882,9601,142.9738,161494
29/09/2015,1127,15,1884,9622,143.0644,160065
30/09/2015,1116,15,1920,9800,143.4144,158923
1/10/2015,1114,15,1924,9821,143.4347,157574
2/10/2015,1137,15,1951,9974,143.4448,157135
5/10/2015,1138,16,1987,10168,143.3448,160768
6/10/2015,1147,16,1980,10156,143.3148,160487
7/10/2015,1149,16,1996,10259,143.214,161960
8/10/2015,1145,16,2013,10361,142.8624,160775
9/10/2015,1156,16,2015,10361,142.8124,160728
12/10/2015,1165,16,2017,10356,142.631,162490
13/10/2015,1166,16,2004,10263,142.631,162442
14/10/2015,1180,16,1994,10230,142.7516,164686
15/10/2015,1188,16,2024,10378,143.0441,166316
16/10/2015,1184,16,2033,10422,143.0744,166228
19/10/2015,1173,16,2034,10392,143.0541,165651
20/10/2015,1178,16,2031,10383,143.1144,164664
21/10/2015,1168,16,2019,10306,143.1144,166008
22/10/2015,1167,16,2053,10449,143.1644,164343
23/10/2015,1163,16,2075,10507,143.1445,164932
26/10/2015,1167,16,2071,10465,143.1445,164244
27/10/2015,1167,16,2066,10400,143.0942,164462
28/10/2015,1177,16,2090,10538,143.0439,164680
29/10/2015,1147,16,2089,10498,143.0542,163636
30/10/2015,1142,16,2079,10461,143.0542,161538
2/11/2015,1136,15,2104,10580,143.1144,160815
3/11/2015,1114,15,2110,10610,143.1144,160128
4/11/2015,1107,15,2102,10564,143.1647,158334
5/11/2015,1104,15,2100,10548,143.5968,156820
6/11/2015,1088,15,2099,10513,143.6475,156935
9/11/2015,1088,14,2079,10415,143.7275,154711
10/11/2015,1088,14,2082,10432,143.9487,154840.5
11/11/2015,1085,14,2075,10400,144.1699,154970
12/11/2015,1081,14,2046,10236,144.0997,154546
13/11/2015,1081,14,2023,10155,144.0795,153732
16/11/2015,1084,14,2053,10299,144.1497,155137
17/11/2015,1069,14,2050,10286,144.3008,154113
18/11/2015,1069,14,2084,10430,144.4418,151885
19/11/2015,1078,14,2081,10431,144.4418,153456
20/11/2015,1076,14,2089,10444,144.4818,154175
23/11/2015,1067,14,2087,10421,144.5724,152459
24/11/2015,1074,14,2089,10450,144.9341,152739
25/11/2015,1071,14,2089,10450,145.02455,153001
26/11/2015,1063,14,2087,10439,145.115,153263
27/11/2015,1056,14,2090,10451,145.2262,153095
30/11/2015,1066,14,2080,10410,145.3365,150926
1/12/2015,1064,14,2103,10520,145.3167,153617
2/12/2015,1054,14,2080,10389,145.2362,153187
3/12/2015,1062,14,2050,10257,145.2762,150522
4/12/2015,1085,15,2092,10409,145.2762,152088
7/12/2015,1076,14,2077,10305,145.2762,155407
8/12/2015,1076,14,2064,10198,145.2664,153198
9/12/2015,1078,14,2048,10162,145.2262,154164
10/12/2015,1073,14,2052,10172,145.2161,153780
11/12/2015,1077,14,2012,9977,145.2161,152830
14/12/2015,1065,14,2022,9987,145.2564,154151
15/12/2015,1063,14,2043,10111,145.7287,152804
16/12/2015,1078,14,2073,10268,145.7091,152639
17/12/2015,1051,14,2042,10113,145.7591,153313
18/12/2015,1066,14,2006,9968,145.6687,151484
21/12/2015,1082,14,2021,10023,145.6787,153316
22/12/2015,1075,14,2039,10112,145.6787,154716
23/12/2015,1069,14,2064,10276,145.6787,154190
24/12/2015,1077,14,2061,10259,145.6787,154171.3333
25/12/2015,1069,14,2038,10128,145.6787,154152.6667
28/12/2015,1071,14,2057,10217,145.6787,154134
29/12/2015,1078,14,2078,10307,145.91,154247
30/12/2015,1060,14,2063,10226,146.0303,153983
31/12/2015,1060,14,2044,10143,146.1813,153016
1/1/2016,1085,14,2056,10204,146.1916,152823
4/1/2016,1075,14,2013,10002,146.1616,153508
5/1/2016,1078,14,2017,10028,146.3025,155184
6/1/2016,1092,14,1990,9868,146.3122,155208
7/1/2016,1108,14,1943,9650,146.071,158332
8/1/2016,1098,14,1922,9529,146.0409,158796
11/1/2016,1097,14,1924,9528,145.9602,158874
12/1/2016,1086,14,1939,9577,145.8698,157582
13/01/2016,1088,14,1890,9374,145.7897,155826
14/01/2016,1074,14,1922,9517,145.8899,157106
15/01/2016,1092,14,1880,9300,145.9051,157048
18/01/2016,1101,14,1911,9459,145.9203,156990
19/01/2016,1090,14,1881,9302,146.0813,156957
20/01/2016,1107,14,1859,9157,146.0211,157114
